id,x_pixel,y_pixel
2607,1942.3207702636719,1827.26416015625
2608,1914.6574096679688,1658.3809814453125
2609,2222.407958984375,1689.521224975586
2610,1297.7839431762695,1284.7620239257812
2611,2072.1473388671875,1899.5150756835938
2612,1307.4519958496094,1975.57080078125
2613,1821.5547180175781,1616.4987182617188
2614,1397.4152297973633,1955.5287475585938
2615,1705.3035583496094,1245.1745300292969
2616,1173.8563690185547,910.5923461914062
2617,1761.5567016601562,1381.9545288085938
2618,2181.081787109375,1060.323974609375
2619,1695.2041320800781,912.5248413085938
2620,1690.3944091796875,826.3091735839844
2621,1688.8966979980469,744.4246826171875
2622,1683.5303955078125,659.0299377441406
2623,1679.132080078125,575.2005615234375
2624,1080.0252075195312,639.240234375
2625,1005.48876953125,454.5451354980469
2626,1050.3087768554688,337.1253356933594
2627,1107.3963317871094,418.114990234375
2628,1247.3204956054688,352.43878173828125
2629,813.5939331054688,497.7066955566406
2630,938.7390747070312,528.1611328125
2631,797.663818359375,603.7498168945312
2632,825.6356201171875,653.7913818359375
2633,1462.2868957519531,664.065185546875
2634,1456.9841003417969,740.701416015625
2635,993.6380920410156,672.20361328125
2636,1461.4336547851562,910.636962890625
2637,1461.4051513671875,1020.1364440917969
2638,1483.3727722167969,1111.0389709472656
2639,1441.5362243652344,1022.781005859375
2640,1633.9404296875,993.5139617919922
2641,903.2898559570312,955.3496398925781
2642,1105.7159576416016,1019.6107330322266
2643,1491.9530639648438,1503.917724609375
2644,1475.5423278808594,1577.0511474609375
2645,1425.7133178710938,1698.4319458007812
2646,1488.3615417480469,1069.1561584472656
2647,1456.3599853515625,1828.2057189941406
2648,1598.72021484375,1881.2847290039062
2649,1602.180908203125,1858.1876220703125
2650,1909.933837890625,2250.3565673828125
2651,2101.6644287109375,1610.7759399414062
2652,1522.62841796875,1653.1766052246094
2653,1932.2899780273438,1844.9869384765625
2654,2005.2774963378906,1838.3458251953125
2655,2097.988555908203,1840.7815551757812
2656,2181.9072875976562,1839.0332641601562
2657,856.4506225585938,2238.405975341797
2658,2347.6246643066406,1831.9886474609375
2659,2436.803009033203,1828.1719970703125
2660,2523.2994995117188,1826.2803344726562
2661,2607.554443359375,1823.4683227539062
2662,2687.0492248535156,1820.35302734375
2675,2852.6741333007812,1179.7036514282227
2676,2650.3534240722656,1603.4408874511719
2677,2566.3584594726562,1607.3849792480469
2678,2478.1932373046875,1613.8206481933594
2679,2825.214111328125,1358.2284545898438
2680,2314.400390625,1614.5707092285156
2681,2224.9200744628906,1624.1078796386719
2682,2136.8795776367188,1624.6211547851562
2683,2055.6349487304688,1627.7862548828125
2684,1974.5076599121094,1635.3373413085938
2685,1862.1902465820312,1611.4329223632812
2686,,
2687,2236.775390625,1999.7513427734375
2688,1281.7280883789062,1355.451156616211
2689,1555.5786437988281,1654.8045959472656
2690,1125.8259239196777,1454.780517578125
2691,1591.4695434570312,1451.1451416015625
2692,1682.2221374511719,1450.8391723632812
2693,1758.9325561523438,1442.3133544921875
2694,2092.40625,1322.449951171875
2695,1882.8927307128906,1275.536148071289
2696,2171.093017578125,1354.6390686035156
2697,2404.6590576171875,1541.2199096679688
2698,2186.3574829101562,1430.259521484375
2699,2270.4866638183594,1423.0604248046875
2700,2359.732635498047,1423.1712341308594
2701,1958.3914642333984,1798.6160888671875
2702,2659.830322265625,1193.8656005859375
2703,2602.8639526367188,1414.6611633300781
2704,2629.6065063476562,1433.3255004882812
2717,2313.0662689208984,1360.896728515625
2718,2629.3440551757812,1200.2127075195312
2719,2713.9205932617188,1488.41796875
2720,2455.091522216797,1199.1359252929688
2721,2623.013427734375,1004.0523223876953
2722,2291.8804626464844,1202.8603210449219
2723,2212.3838806152344,1217.3965148925781
2724,2483.802734375,832.8027648925781
2725,2005.8406677246094,1166.6073303222656
2726,1982.5956420898438,1265.0598754882812
2727,1854.5482788085938,805.3218841552734
2728,2126.6527709960938,1174.0436401367188
2729,1701.1854248046875,1235.7318725585938
2730,1910.4365234375,1126.3362884521484
2731,2039.9281005859375,815.9625549316406
2732,1473.1288452148438,1054.9994506835938
2733,1943.5105590820312,831.4271545410156
2734,1649.8291931152344,1047.1436157226562
2735,1734.7347106933594,1043.3668823242188
2736,1815.7308959960938,1042.0336608886719
2737,1902.3577880859375,1036.2988891601562
2738,1989.7092895507812,1034.4381713867188
2739,2077.866180419922,1030.394775390625
2740,2163.5730895996094,1026.7478637695312
2741,2252.3150939941406,1022.39990234375
2742,2335.5302124023438,1019.0216064453125
2743,2419.2302856445312,1015.9984741210938
2744,2507.9512329101562,1010.8795166015625
2745,2591.4682006835938,1005.5467529296875
2746,2675.1422119140625,1006.9724731445312
2759,2715.013641357422,812.2150573730469
2760,3078.5479125976562,959.3006591796875
2761,2538.6065063476562,802.7661743164062
2762,2450.1831665039062,805.1145629882812
2763,2365.0499267578125,806.3598022460938
2764,2204.173553466797,817.4235229492188
2765,2186.510009765625,811.653564453125
2766,2103.5919494628906,815.55419921875
2767,2019.7677612304688,817.7577514648438
2768,1936.2991943359375,817.6786804199219
2769,1846.079345703125,826.6418151855469
2770,1759.5101013183594,828.4469909667969
2771,1675.6551513671875,829.5856323242188
2772,1590.2474365234375,836.7902221679688
2773,1510.8966674804688,840.043701171875
2774,1452.6485900878906,646.5683898925781
2775,1551.5718994140625,635.7276611328125
2776,1643.0288696289062,631.9415893554688
2777,1714.8005981445312,618.5411376953125
2778,1610.0904998779297,231.10391235351562
2779,1910.7536010742188,593.1295776367188
2780,2097.299072265625,769.697998046875
2781,2059.6056518554688,618.9248046875
2782,2155.5242309570312,612.105712890625
2783,2273.9152221679688,620.8292541503906
2784,1860.7840881347656,236.81353759765625
2785,2414.330322265625,634.8310241699219
2786,2910.714599609375,945.1533203125
2787,2576.0145874023438,591.4201049804688
2788,2663.873779296875,589.412353515625
2801,2683.3973999023438,381.4295349121094
2802,2596.818359375,386.70904541015625
2803,2513.8226318359375,387.64605712890625
2804,2429.7918701171875,390.31732177734375
2805,2342.0572509765625,394.623046875
2806,2255.9526977539062,397.27581787109375
2807,2171.1148071289062,401.2692565917969
2808,2084.0786743164062,405.7707214355469
2809,4478.956787109375,135.44378662109375
2810,3657.4317016601562,440.7252502441406
2811,1836.4047241210938,414.7081604003906
2812,1274.093505859375,535.2340087890625
2813,2251.833984375,272.1435852050781
2814,1049.1244659423828,540.8822631835938
2815,977.3106384277344,519.5057373046875
2816,970.1382217407227,361.7414245605469
2817,928.3447265625,263.8126220703125
2818,1021.5145874023438,446.4612731933594
2819,1051.8619689941406,404.36590576171875
2820,1120.1259155273438,334.8573303222656
2821,1869.38037109375,200.9234619140625
2822,1953.6124877929688,209.32794189453125
2823,2035.1318359375,208.29415893554688
2824,2613.8487548828125,62.753387451171875
2825,2207.1007080078125,198.92074584960938
2826,2293.968505859375,195.6077423095703
2827,2381.4859008789062,191.8414306640625
2828,2465.5394592285156,187.66360473632812
2829,2557.6529541015625,185.36260986328125
2830,2645.2382202148438,181.5087432861328
2831,2727.2290954589844,189.07861328125
